Gene	X10.1.c	X19.1.c	X10.2.d	X10.3.c	X11.1.a	X11.2.d	X11.3.b	X1.1.d	X12.1.d	X12.2.b	X13.1.a	X13.2.c	X13.3.b	X13.4.a	X13.5.c	X1.3.d	X14.1.b	X14.2.c	X14.3.d	X14.4.a	X14.5.b	X14.6.d	X14.7.c	X1.4.d	X15.2.d	X15.3.b	X15.4.d	X15.5.b	X15.6.c	X1.5.c	X16.1.d	X17.1.a	X17.2.d	X17.4.a	X17.5.b	X18.1.d	X18.2.d	X18.3.d	X18.4.c	X18.6.d	X19.2.c	X19.3.c	X19.4.b	X19.5.b	X20.1.d	X20.2.d	X20.3.c	X20.4.c	X21.1.d	X21.2.d	X21.3.d	X21.4.d	X21.5.c	X22.2.d	X22.3.b	X22.4.d	X22.5.d	X2.2.d	X23.3.d	X23.5.d	X2.3.d	X25.1.d	X2.4.a	X24.1.d	X25.3.d	X25.4.d	X2.5.d	X26.1.d	X26.2.d	X2.6.d	X3.1.d	X3.3.d	X3.4.d	X3.5.d	X4.1.c	X4.3.d	X4.4.d	X5.1.d	X5.2.d	X5.3.d	X5.4.d	X5.5.d	X6.1.d	X6.2.b	X6.3.c	X6.4.d	X6.5.d	X6.6.d	X6.7.d	X7.1.d	X7.2.c	X7.3.d	X7.4.c	X7.5.d	X7.6.c	X7.7.c	X7.8.d	X8.1.a	X8.2.d	X8.3.a	X8.4.c	X8.5.b	X8.6.c	X8.7.b	X9.1.d	X9.2.d	X9.3.d	X9.4.d	X9.5.d	X9.6.d	X9.7.d
YLR438W	-0.2439	0.25127	0.33115	0.99167	0.79955	1.17412	0.31699	1.33409	-0.31986	-0.05625	0.6637	-0.12266	0.68199	0.21238	1.84529	1.08472	1.63625	0.77726	1.19483	0.6213	0.35783	0.54302	0.70596	0.45703	0.78342	1.70458	-0.04539	1.26689	0.92834	1.00475	0.41995	1.18641	-0.26943	0.40644	0.91749	0.38428	1.17299	1.78832	-0.12665	0.96986	1.13904	0.90259	0.04564	0.32125	0.11633	1.21549	0.12624	0.59008	0.61829	0.51123	-0.07765	0.41092	-0.03241	1.08003	0.59891	1.23767	0.52805	1.29274	0.26358	0.02424	-0.24295	1.10786	2.2171	2.73258	0.33491	0.09214	0.79121	0.5148	0.50698	0.00199	1.47464	1.09399	-0.07395	0.98013	2.43178	1.15762	-0.22244	0.08818	0.93093	-0.2066	-0.61014	-0.36248	0.00956	1.32623	0.10785	0.94628	1.17871	-0.43179	1.13288	1.28978	0.66548	-0.39595	-0.38396	0.62344	0.10739	-0.17413	1.92814	0.66856	1.31491	0.06496	1.71251	0.66493	0.92231	0.0633	0.73609	1.06325	1.44418	1.26858	-1.00567	2.19377	-0.13693
YIL155C	-0.18137	0.05053	-0.2636	1.4367	0.22966	0.47564	-0.34828	1.3803	-0.37487	0.32001	1.11091	-0.22243	-1.14462	0.20426	0.90153	0.23354	-0.02868	0.20566	1.30766	0.83285	-0.30035	0.10377	0.48879	-0.36079	-0.42359	1.4927	-0.63889	0.02814	0.42417	0.33319	-0.10609	-0.16712	-0.28551	0.06915	0.98055	-0.4402	-0.36252	0.08564	0.39781	0.18471	0.4164	0.30181	-1.16232	0.43871	0.26434	-0.36561	0.25254	0.29829	-0.58346	1.51325	0.032	0.04121	1.25214	1.35548	0.11914	0.37317	0.28635	0.88904	0.68455	0.07808	0.06668	0.24677	1.46859	-0.12738	-0.20526	-0.00775	-0.0315	0.5687	-0.89562	0.0289	0.35667	0.00742	-0.11664	0.07294	0.02459	-0.6751	0.69439	0.19693	0.34944	0.46259	0.23471	-0.26736	0.42018	0.29909	-0.17009	1.03107	1.65637	-0.39469	-0.49349	-0.04217	1.01997	0.16357	0.11852	1.32124	-0.26991	0.36367	-0.49003	0.37606	0.17462	0.09688	1.62055	0.65791	-0.09748	0.59628	0.01061	0.55149	1.05989	1.37531	-0.47736	0.60042	1.18606
YBR054W	0.96054	-0.27901	0.07437	0.22141	-0.22494	-0.61028	-0.46228	0.18548	-1.02033	-0.29563	0.74503	-1.34568	-1.29951	-0.60414	0.01276	-1.22926	-1.78007	-1.87679	0.59036	0.52156	-0.55736	-1.67159	-0.25036	-0.24454	-1.53034	0.03461	-0.84731	0.06644	0.98734	-0.49724	-0.78516	-0.90887	-1.12807	-0.80956	-0.26525	-0.71643	-0.55461	-0.6793	-0.02975	0.21161	0.94403	0.00222	-1.46802	0.50828	-0.47047	-1.52251	0.68183	-0.23476	0.98507	1.53774	0.02867	1.48739	1.08984	1.24109	0.44421	0.2235	0.02597	0.5366	1.55735	0.88911	-0.81466	-0.89818	0.2028	-1.17923	0.10006	0.45972	-1.03771	-0.22898	-0.37874	-1.12617	0.82109	-1.21867	-2.02581	-2.28587	-2.29062	-2.2025	0.81703	-1.30589	-1.3288	-0.15102	-0.02052	-2.47887	-1.59239	0.14818	-1.6906	-0.06027	1.33974	0.42256	-2.75228	0.24938	-0.23872	0.45449	-0.26566	0.05268	-0.95651	-0.56517	-3.12999	1.86701	-1.38104	-0.06415	0.47179	-1.23881	0.26185	-0.00415	0.88849	0.38382	-0.13567	0.74462	0.0861	-1.55468	-1.36558
YCL064C	-0.81794	-0.76661	-0.6304	-0.61796	-1.38445	-1.75418	-0.31363	-1.66816	-0.86053	-0.61565	-0.43924	-0.76712	-2.11869	-0.89823	-1.3222	-1.84845	-0.59674	-1.71592	-1.21474	-0.73544	-0.23988	-0.23073	-1.24476	-2.13041	-1.84584	-0.21287	0.29689	-0.42879	0.10484	0.26202	-1.20923	0.03611	-0.32242	-1.0163	0.12688	-0.67427	-1.16103	-2.49452	-2.21321	-0.85931	-1.49527	0.18651	-1.48759	-2.11723	-0.11897	-1.00662	-1.65058	-1.25254	0.06311	-3.17349	-1.45803	-0.97636	-0.56725	-0.96941	-0.72685	-2.18867	-1.25947	-0.61102	-0.45351	-0.85647	-1.80701	-1.14826	-0.83566	0.2454	-1.28085	-2.95535	-0.27775	-1.23465	-1.27508	-0.53222	-0.61147	0.02117	-0.61187	-0.86465	-0.66022	-1.03241	-0.68735	-0.4121	-0.1104	-0.96944	-0.30105	-1.52187	-1.59996	-1.72676	-1.53837	-0.30827	-0.97026	0.0309	0.04493	-1.46221	-0.32805	0.30271	-0.26783	-1.00021	0.34402	-0.26272	-1.74888	-0.57564	-1.30459	-0.55795	-1.28352	-0.13501	-1.80991	-1.08742	0.12324	0.57211	-0.92285	-1.15788	-2.36449	-0.30462	-0.22772
YDL160C	-0.5708	0.12265	-0.07358	-0.68998	-0.49803	-0.11382	-0.68353	-0.44634	-0.63315	-0.6097	-0.82084	-0.37136	-0.63431	0.25975	-0.50795	-0.50447	-0.61806	-0.73797	-0.00461	-0.68012	-0.13525	-0.14756	-0.77409	-0.50236	0.00401	-0.67374	-0.16058	-0.09839	-0.59042	0.08044	-0.71514	-0.50636	0.01669	-0.13347	-0.12126	-0.54022	0.03213	-0.45981	-0.02206	-0.43612	-0.39695	-0.66195	-0.58141	-0.70404	-0.61348	-0.69758	0.05096	-0.43515	0.40611	-0.83262	0.09516	-0.1026	-0.31519	-0.91418	-0.97485	0.22239	-0.15659	-0.42727	0.3796	-0.79915	-0.54558	-0.69884	-0.47689	-0.33196	-0.76817	-0.83064	0.02717	-1.17927	-0.75869	-0.00875	0.00036	-0.15919	-0.40372	-0.57641	-0.22599	-0.44754	-1.1226	-0.69558	-0.63844	0.08262	-0.61344	-0.64444	-0.15085	-0.74627	-0.59321	-0.62838	-0.61872	-0.48172	-0.07488	-0.58871	-0.11255	-0.06603	0.17029	-0.94871	-0.04013	-0.41377	-0.16928	0.29335	-0.76228	0.36399	-0.90077	-0.61763	0.0247	-0.04322	-0.22778	0.17767	-0.66455	-0.43308	0.16194	-0.27059	-0.41686
YDR384C	-0.40723	-0.81625	-0.19108	-0.73715	-0.68068	-0.80688	-0.26898	-0.78369	-0.56207	-1.02539	-0.45876	-0.97416	0.91559	-0.90608	-0.43788	-0.91251	-0.00625	-0.36442	0.06869	-0.14763	0.43503	1.43395	-0.00539	-0.21028	-0.10046	-0.88243	0.15249	0.61249	-1.67337	-0.47702	-0.28017	-0.62093	-0.88466	-0.18944	-1.02313	0.20661	0.23158	0.29358	-0.59591	-0.64063	-0.18888	-0.45486	0.05028	-0.09416	-0.76521	0.79619	-0.66499	-0.46266	-0.00675	0.38163	-0.51873	-0.67827	-0.54264	-0.07602	0.61151	-0.32173	0.08138	-1.44643	-1.08957	-0.15298	-1.3642	-0.6571	-0.46484	-0.21779	-0.136	-0.05284	-0.44436	0.32418	0.18652	-0.51809	-0.59438	0.43258	0.32388	0.18585	0.77386	0.03816	-0.67722	-0.44274	-0.61535	-0.91738	-0.15935	0.2565	-0.95917	-0.10909	-0.21009	-0.90116	-1.29905	-0.58298	-0.15556	-0.28789	-0.21544	0.0474	-1.08657	0.53918	-0.70823	-0.62052	0.60823	-1.0003	-0.78258	-1.47382	-1.3442	-0.29407	-0.92265	-0.96123	-0.73447	-0.30887	-0.75794	-1.59418	-0.51359	-0.32102	-1.49366
YER067W	-1.1691	-0.01996	-0.27486	1.02335	-0.49917	1.03355	-0.29221	0.19963	-0.95135	0.66002	0.80754	-0.49986	-0.52381	0.77231	-0.06108	-0.84852	-0.40656	-0.58416	0.18288	0.82599	-0.14819	-1.65486	-0.19331	-0.62178	-0.42343	0.13351	-0.49113	-0.779	0.1588	-0.43932	0.15239	-0.81721	1.51537	-0.49365	0.0542	-0.30907	-0.87032	-0.75031	0.07344	1.25104	-0.51859	-1.11423	-1.5575	-0.16452	0.0751	-1.67484	-0.19508	-0.57374	-0.26179	0.28939	0.11215	-0.12149	0.15439	0.06373	0.22293	0.34859	-0.22036	0.09394	0.67728	-0.5841	-0.28791	-0.05124	-0.34054	0.47768	-0.1958	0.24821	0.08522	0.07266	-0.17219	-0.37106	-0.33562	-0.43891	-0.2493	-0.4442	-0.81425	-1.2561	0.4234	-0.32368	-0.65217	0.00079	0.71109	-0.76606	0.64693	0.15203	0.57219	0.65512	0.59189	-0.68305	-0.66987	-0.2156	0.68349	0.36244	-0.20511	0.51439	-0.1138	-0.34818	-0.42388	-0.50691	-0.64861	0.67965	0.63915	0.82243	0.09506	0.81853	0.29271	0.16549	0.76705	-0.06393	0.63974	-0.6158	1.79407
YER150W	-2.30035	0.21133	0.21529	2.1527	-1.35468	1.78407	-2.06925	1.58943	-0.78913	0.93549	2.19133	-0.30451	-1.59019	-0.11227	1.73232	-0.88614	-0.89301	-0.99982	2.1423	1.82682	-0.16138	-2.30806	-0.49857	-1.20357	-1.20378	1.86659	-2.25778	-1.42763	1.57885	-1.07536	0.06393	-1.40325	-0.91234	-0.71268	0.99861	-1.37885	-2.69608	0.5823	0.36625	1.97147	0.39991	-0.61314	-1.95926	1.54278	1.00725	-1.90971	0.25346	0.77767	-0.84489	1.39163	0.4051	1.1449	2.05675	1.13983	0.92291	0.05589	0.28977	0.05075	0.8512	-0.43041	-1.84308	-0.78856	1.32974	-0.45398	-0.11768	0.74925	-0.76775	0.02865	-2.02899	-0.50067	1.2019	-1.01641	-1.86175	-0.36705	-3.40687	-2.02854	2.34661	-1.9096	-1.10178	1.73097	1.10456	-2.44504	0.67274	0.60969	-1.58955	1.47137	2.86582	-0.39983	-2.1012	0.82952	1.21722	0.70966	0.80396	0.92488	-2.19121	-0.29278	-0.79062	-1.40156	-0.90198	0.17021	1.6817	0.39452	0.16955	0.53959	-0.0681	-0.31231	1.90264	2.82857	-0.36779	-0.15163	0.9176
YFL014W	-4.10746	0.14851	0.44816	2.89931	-1.08785	2.33985	-1.47667	2.57761	-2.72737	0.8581	2.36145	-3.5797	-1.98447	-1.32283	2.7335	-2.09222	-2.10685	-0.30401	2.64692	2.92542	-0.4375	-4.64407	1.0455	-2.137	-2.50976	2.35839	-3.65683	-2.53462	0.23838	-0.1823	0.80967	-2.42838	-2.74365	-1.18345	2.30739	-3.96633	-4.27291	1.92183	0.51762	-0.3893	0.58188	-1.20839	-3.59811	2.02979	1.07756	-1.10327	0.72838	1.85381	-1.61012	1.62765	2.05355	1.10313	1.23234	0.78909	1.10002	0.16399	0.01975	0.44899	-0.50772	-1.25181	-2.29374	-1.21306	2.68155	-0.00058	-0.92723	0.94477	0.5489	0.07651	-3.57103	0.22226	1.72357	0.4653	0.0033	0.1431	-5.42596	-3.70451	2.84095	-1.17892	0.09769	1.64777	1.58078	-3.15633	2.24308	1.77713	0.50192	2.05447	3.16492	0.44569	-3.96147	0.86774	1.87786	1.66209	1.00014	2.3806	-3.92041	0.33414	-0.39246	-2.4425	-1.54355	-0.96504	2.50527	0.76551	1.0649	1.73856	0.08488	-3.07816	2.0184	2.58105	-0.10265	-0.17685	-0.43717
YHR029C	0.70548	-0.46194	-0.28844	-0.26164	-0.3831	-0.03911	-0.30481	-0.48431	0.03834	0.00721	0.71203	-0.06041	-0.37609	0.00611	-0.1579	0.32914	1.6624	-0.26474	1.1654	0.67167	0.04048	0.97542	1.66809	-0.63715	-0.15606	-0.26731	-0.19276	0.03037	0.70711	-0.26267	-0.3594	0.20052	0.53842	-0.25058	-0.42961	-0.15827	0.1256	1.62243	-0.39469	0.39368	-0.6233	-0.28566	-0.14916	-0.94964	-0.18824	2.53918	-0.36191	-0.44664	-0.06594	2.77779	-0.05818	0.11392	0.20113	2.34581	1.6158	-0.62875	1.0937	-0.00601	2.0216	2.01278	-0.32164	0.4159	0.19399	-0.0295	1.28963	0.60853	-0.37141	3.07551	1.59105	-0.01761	0.19464	-0.17843	0.00108	-0.15638	1.30183	-0.66285	0.75074	-0.31525	-0.20099	0.21127	-0.41832	-0.1195	-0.08455	-0.45062	-0.3867	0.2746	-0.51958	-0.34502	-0.06576	-0.16688	-0.21819	-0.31236	-0.25669	3.04237	-0.1284	-0.23137	-0.374	0.42307	-0.24662	0.60949	-0.29336	0.00572	-0.21352	0.0815	-0.0382	1.88568	-0.08732	-0.46309	-0.30065	1.79856	0.17367
YHR087W	-2.73592	0.77531	0.40377	1.06416	-0.37147	0.65313	-0.50822	1.72199	-0.94362	1.78624	0.50864	-0.46676	0.3404	0.79341	1.93023	-0.17111	-0.90575	-0.11559	1.69104	0.73654	0.051	-1.22107	-0.51669	-1.21102	-0.45079	1.90371	-1.97293	-1.54124	-0.00025	-0.56132	0.42165	-0.73909	0.13232	-0.91257	0.28469	-1.65817	-2.19035	-0.42766	-0.03722	0.36091	-0.07158	-0.65067	-1.45543	1.2316	1.4345	-0.86874	0.52799	1.33821	-0.55219	0.84456	1.0475	0.50983	1.92217	1.02103	0.32857	0.19084	0.21261	0.69029	0.6055	-0.22117	-0.72185	-0.65	2.06665	0.2992	-0.21798	0.58462	-0.13104	0.08201	-0.77477	-0.2213	0.37079	0.24361	0.54779	0.3498	-2.5645	-2.30504	2.07917	-0.20372	0.28277	0.64615	1.25966	-0.435	0.72468	0.32209	-0.03141	1.76374	2.30352	-0.01435	-1.85898	0.14387	0.5739	1.02087	0.70624	1.99932	-1.37049	0.86262	-0.77822	-0.72968	-1.04397	0.28751	1.17192	0.59768	-0.22223	-0.16509	-0.47553	0.7886	0.47248	1.96727	-0.48947	-2.295	-0.0597
YLR178C	-1.67474	-0.45233	-0.43518	1.25478	-1.23855	1.70223	-1.64203	0.94916	-1.82516	0.80507	0.84235	-1.66918	-1.50297	0.11832	1.15719	-0.92429	-1.42291	-0.64931	1.13242	1.16319	-0.08036	-2.20681	-0.83148	-1.38084	-1.05336	1.37688	-1.90089	-1.74205	1.02279	-1.17312	-0.3292	-0.39972	0.13435	-1.16295	0.35382	-1.55824	-2.49095	-0.28771	-0.32663	0.48184	-0.29982	-0.54442	-1.99477	0.52174	0.37149	-1.63735	0.21199	0.66262	-0.70517	0.83008	0.5439	-0.26613	1.97462	0.64384	0.28303	-0.55131	0.09014	0.22626	1.19059	-1.68	-1.12096	-1.83884	0.9073	-0.19157	-0.70768	0.16591	-0.21291	-0.40393	-1.80052	-0.84219	0.35649	-0.55676	-1.74855	-0.81212	-1.16944	-2.08473	1.59324	-1.27996	-0.71541	1.14703	0.81406	-1.98207	0.14881	0.5419	-1.24229	1.01786	1.91622	-0.52776	-1.67318	0.33699	0.92899	0.63249	0.30169	1.45807	-1.00486	-0.28485	-0.94473	-1.76575	-1.02927	0.66977	1.08873	0.65012	-0.04445	0.23567	-0.56981	1.26709	0.60975	0.75018	-0.39344	-0.92952	0.84294
YMR169C	-1.24104	-0.13328	-0.1551	1.7896	-1.4603	0.54532	-0.95415	1.23976	-1.47526	-0.44766	1.05886	-1.14427	-1.32991	-0.55314	0.248	-0.45102	-1.14077	-0.80656	0.9693	1.00404	-0.28383	-0.7647	-1.45258	-1.03677	-0.90839	0.82607	-0.30192	-1.24035	0.62095	-0.90148	-0.50148	-0.932	0.30685	-0.49722	-0.66473	-0.52993	-1.16757	-0.60566	-0.55694	0.54552	-0.13073	0.14735	-0.4725	1.07419	0.32054	-1.39382	-0.71486	-0.17412	-0.42869	0.75084	0.43687	1.14983	2.09442	1.19379	0.43623	-0.39938	0.35832	0.01645	0.5247	-0.75305	-0.92302	-0.74803	0.41826	0.27108	-0.50876	0.42538	-0.76213	-0.05384	-0.89062	-0.81861	-0.49903	-0.62981	-0.20486	-0.76926	-0.76073	-1.28526	0.79095	-1.46876	-0.20382	0.39187	0.65316	-0.67511	-1.67858	-0.29268	-1.21097	1.0844	2.09369	-0.92302	-0.703	0.3984	0.7884	0.47764	0.12579	1.17799	-0.65127	-0.1452	-1.31825	-0.40158	-1.22482	-0.47803	0.19272	0.20408	-0.36861	-0.40007	0.03601	0.11572	0.89124	1.21812	-0.14896	-0.43241	0.5992
YMR229C	0.26996	-0.14181	-0.10096	-0.43806	-0.18071	-0.73488	0.06187	-0.51538	0.10275	-0.64083	-0.32936	0.08253	0.56276	-0.48272	-0.69418	-0.05033	-0.0716	0.02533	-0.55719	-0.60695	-0.184	0.15452	-0.25091	0.15425	0.18599	-0.58793	-0.12601	-0.06843	-0.83506	-0.05128	-0.0205	-0.15122	-0.55862	-0.0107	-0.33347	-0.17862	-0.03453	-0.21351	-0.16921	-0.77337	-0.02897	-0.26218	0.30418	0.10303	-0.50204	0.31861	0.01658	-0.08591	0.34307	-0.55567	-0.68956	-0.24681	-0.98647	-0.49657	-0.33614	0.14408	0.04242	-0.51941	-1.38952	-0.05939	-0.06973	0.08911	-0.44686	0.19843	0.08703	-0.11186	-0.04246	-0.33678	0.00404	-0.11817	-0.25977	0.18451	0.14298	0.12235	0.5415	0.50258	-0.56974	0.20315	0.09147	-0.54441	-0.15863	0.42288	-0.14912	0.01132	0.43873	-0.58052	-0.4917	0.02721	0.13819	0.00824	-0.19834	-0.26129	-0.24168	-0.36064	0.15206	-0.61504	0.08574	-0.25643	-0.06164	-0.96236	-0.51977	-0.53005	0.11215	-0.31233	-0.19378	-1.00126	-0.39202	0.63101	0.09864	0.25044	-0.95966
YNR064C	0.07977	0.00746	0.03532	0	-0.07321	0.1012	0.105	-0.13262	0.06741	-0.13145	0.09263	-0.05672	0.34849	-0.20351	0.12675	-0.09447	-0.01382	0.16534	-0.1286	-0.24053	-0.17348	0.42308	-0.02148	-0.15912	0.13755	-0.42179	-0.19483	-0.12013	1.0802	-0.18961	-0.2168	0.55598	-0.24562	0.18702	-0.25243	0.18444	-0.03112	-0.07509	-0.21608	0.15574	-0.15618	-0.19968	0.11034	-0.0263	0.01658	0.5231	-0.04501	-0.20441	0.48957	0.02992	-0.11505	-0.17589	-0.13437	-0.00824	0.04144	-0.13114	0.01572	-0.42675	-0.29579	-0.12053	-0.1081	0.1022	-0.42797	-0.23131	0.18892	-0.1506	0.03456	-0.09889	0.22662	-0.27851	-0.39668	0.09011	-0.44448	-0.00859	-0.37545	0.03654	-0.58657	-0.16314	-0.12681	-0.20128	-0.23076	-0.05665	-0.49294	-0.48269	0.06025	-0.09181	-0.34662	-0.22784	0.33304	0.03709	-0.34894	-0.28167	-0.23528	0.06306	-0.13641	-0.01105	-0.18082	-0.14932	-0.09768	0.16741	-0.24952	-0.30359	0.08693	-0.30177	-0.3849	-0.03566	-0.34874	-0.27493	-0.1712	-1.53169	-0.05663
YOR206W	0.20342	-0.14076	0.03557	-0.05332	0.1273	-0.50309	0.03037	-0.0924	0.36016	-0.23986	-0.14612	0.26334	0.07613	-0.4039	-0.05542	0.11504	0.10333	0.27275	-0.21254	-0.14014	-0.10587	0.43243	-0.36696	0.28746	-0.20003	-0.32415	0.14241	0.05043	-0.82814	0.22726	0.05933	0.05302	-0.64674	0.37654	-0.18145	-0.09746	0.21794	-0.18389	0.1371	-0.60766	0.20751	-0.14845	0.34688	0.12242	-0.27051	0.37645	0.07751	0.05164	0.01602	-0.54706	-0.34126	-0.1956	-0.60208	-0.40577	0.12787	-0.00236	-0.13802	-0.11429	-1.36934	0.19834	0.28145	0.32071	0.0906	0.00669	0.28642	-0.14789	0.02119	-0.02115	0.18329	0.18867	-0.1819	0.20332	0.06854	0.28061	-0.0271	0.58936	-0.45748	0.26968	0.27955	-0.55817	-0.05162	0.33283	0.00209	0.19716	0.3047	-0.03757	-0.34845	0.07493	0.08818	0.10388	-0.18266	0.06596	-0.21607	-0.34614	0.13932	-0.20747	0.38867	-0.30461	-0.20643	-0.93674	-0.44133	-0.54161	0.06468	-0.49726	-0.22586	-1.0022	-0.04727	-0.40505	0.16836	0.15012	-0.93809
YOR388C	-0.32307	2.99827	-0.31576	0	0.41843	2.81428	0.1302	0.69411	2.90391	0.67741	3.74162	-1.78954	0	2.49149	1.63834	0.41644	0.87788	0.40848	-0.12854	2.48934	-0.17678	-1.65737	0.33342	-0.01549	0	0.94018	-1.49067	1.06821	0.32023	2.16622	0.28318	0	0.56208	-0.00313	-0.85245	0.01065	0.44711	2.05145	-0.23953	0.40752	-0.03057	-1.02604	0.86919	0.99427	2.99678	-1.27637	-1.04232	0.2291	0.19609	0.30409	0.4914	1.23826	0.19119	4.43602	-1.38896	0.72038	-0.25587	2.11035	4.50578	-0.10021	0.09253	2.33224	0.26775	2.14752	0.27269	0.0385	0.09214	0.35956	0.94994	1.7917	0.97766	-0.05955	1.13706	1.054	0.10449	-1.76224	2.7863	-1.27595	0.89283	-1.0509	0.27744	2.29963	1.62656	-1.20645	-0.87588	0.00518	3.19321	-0.16503	0.18822	0.89005	-0.25689	0.06859	3.86043	1.17458	-0.52634	3.85713	-1.72292	0.42847	1.09129	2.58737	4.31272	4.07266	2.37581	2.09328	0.71938	0	2.16506	4.34039	0	0.44368	2.26064
YDR380W	-0.02578	-0.43786	-0.14285	0	-0.34215	-0.30811	-0.52583	-0.17995	-0.1493	-0.2474	-0.53295	-0.44535	-0.40383	-0.1576	-0.45762	-0.01335	0.07108	-0.06969	-0.51875	-0.55634	-0.27882	0.4472	-0.10793	-0.48711	-0.14183	-0.35656	-0.30828	0.35593	3.88489	-0.30732	-0.44138	-0.07944	-0.10886	-0.3921	-0.34623	-0.26485	-0.22699	-0.6874	-0.34406	0.06421	-0.25291	-0.39788	0.07736	-0.59526	-0.25313	2.04324	-0.53588	-0.1963	-0.27747	2.02299	-0.43818	-0.5876	0.02851	0.8218	-0.44333	-0.36984	0.39218	-0.46891	-0.11243	0.87557	-0.45295	-0.32268	-0.06888	3.3	0.49674	-0.19948	0.00672	2.2814	-0.25355	-0.2592	-0.45191	-0.31173	4.93127	-0.35043	0.3576	-0.30446	-0.64462	-0.18302	-0.13457	-0.65973	-0.45109	-0.35522	-0.73881	-0.37122	-0.69752	-0.81997	-0.45176	-0.43765	-0.37034	-0.52322	-0.49579	-0.40131	-0.43004	0.26878	-0.42631	-0.1327	-0.49274	-0.16697	-0.38784	0.05125	-0.40675	0.06636	-0.28885	-0.53353	-0.19455	3.51091	-0.13359	-0.39782	-0.47929	-0.47837	0.15147
YPL061W	0.1742	-0.06276	-0.12793	0.41551	0.69229	0.24228	0.46616	0.733	0.15823	0.56212	-0.40646	-0.00619	0.35113	0.18972	-0.00433	1.02162	-0.40012	0.32113	-0.42708	-0.54689	-0.4841	-0.36992	0.18791	0.69846	0.24227	0.65898	-0.03442	-0.08939	-0.19474	0.55376	0.07267	-0.195	0.33808	0.49248	0.41061	-0.00747	0.62408	0.25776	0.87146	0.53215	0.58133	0.37962	0.75811	0.13185	-0.44168	0.36398	1.07084	0.70409	0.45057	0.23213	0.48986	-0.1005	0.01934	-0.0498	-1.30656	0.77162	-0.03444	1.18584	0.59774	-0.0711	0.92019	-0.32368	0.20114	-0.10572	0.56957	0.23593	-0.30101	-0.00846	-0.2959	0.50956	0.244	0.11332	0.1611	0.45745	0.43701	0.75376	0.08425	-0.05037	0.36519	0.37881	-0.34844	0.77225	0.06598	0.55867	0.32131	0.43404	0.47523	0.43628	0.73605	-0.19289	0.43875	0.1337	0.08789	-0.68246	0.4749	0.59229	0.37536	0.16056	0.49957	0.65402	0.48454	-0.28867	0.12563	0.20768	-0.0421	-0.10955	-0.18026	-0.15006	0.03973	-0.58777	0.303
YJL172W	0.25796	0.43344	-0.03265	0.49639	0.25928	0.36697	0.0249	0.56955	0.1511	0.28763	0.84556	0.30878	-0.16928	0.03532	0.41771	-0.10342	0.63962	-0.23818	0.03476	0.27962	0.27345	-0.97511	0.65814	-0.22467	-0.08937	-0.23957	0.14568	0.31524	1.50068	0.15028	0.15824	-0.36231	0.09903	0.01928	-0.40277	-0.02248	0.14666	0.86474	-0.0949	0.77819	0.38569	-0.16426	-0.0723	0.2306	0.28905	0.55509	-0.1482	0.16607	-0.56007	0.61225	0.5703	0.40473	0.43753	0.79502	0.05399	-0.1133	-0.20054	0.19925	0.56824	0.67542	-0.25456	0.51228	0.1227	0.50319	0.51328	-0.5429	0.06643	1.60524	1.09491	0.06931	0.11794	-0.30267	0.24552	-0.59199	0.02807	-0.15454	0.18644	-0.1002	-0.07392	-0.23503	-0.24422	-0.02791	0.43778	-0.2498	0.13305	0.26603	0.27705	-0.10726	0.08076	0.14262	-0.15309	0.12967	-0.01186	0.24566	-0.17965	0.03834	-0.23901	0.01207	0.1665	0.47247	0.74011	0.22409	0.7403	0.58949	0.12587	-0.23788	0.67642	0.43644	0.68061	0.49912	0.19083
YNL194C	0.08283	-0.00949	0.23289	1.77373	-0.29725	1.13069	0.17108	2.79582	0.7469	0.06273	1.72974	0.39586	-0.0136	-0.09621	0.96316	0.19998	0.0077	0.36345	2.51894	2.46683	0.32925	0.278	0.40474	0.01124	-0.39809	1.92335	-0.35433	-0.03633	0.95282	-0.15395	0.49826	-0.2297	-0.1043	0.0719	0.44904	-0.13957	-0.06335	0.04196	-0.0832	1.22047	0.50387	0.25117	-0.09848	1.9683	0.60658	0.0961	0.05844	0.83322	0.07424	2.13627	0.3457	1.62426	2.58504	1.17992	1.15722	0.32387	0.42477	1.17242	0.3116	0.48088	-0.06502	-0.07096	0.03464	0.14348	0.63288	0.6823	-0.03543	0.16738	0.39362	0.06693	0.83719	-0.05604	-0.06474	0.06165	0.09229	-0.01439	1.90099	-0.14649	0.55801	0.94487	0.94799	0.06687	0.46674	0.71671	-0.12939	1.52582	3.23291	0.2383	-0.31809	0.6937	1.43931	0.93782	0.30022	2.73439	-0.37537	-0.03361	-0.29821	-0.24033	0.59737	-0.17601	3.39899	0.44207	0.01531	-0.7772	0.17262	-0.06039	2.57337	2.07234	-0.47929	0.5702	0.69047
